SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1;ÚnicaDOSIS;Refuerzo_DOSIS;4aDOSIS
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;12/05/2022;1;5;;148;12
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;13/05/2022;;1;;183;12
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;14/05/2022;;;;71;12
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;15/05/2022;;;;8;2
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;16/05/2022;;1;;177;28
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;17/05/2022;1;2;;193;30
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;18/05/2022;3;2;;197;35
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;19/05/2022;6;1;;168;20
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;20/05/2022;1;2;;244;33
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;21/05/2022;;;;39;11
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;22/05/2022;;;;6;
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;23/05/2022;3;;;196;372
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;24/05/2022;3;2;;195;424
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;25/05/2022;1;3;;202;407
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;26/05/2022;1;1;;241;395
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;27/05/2022;;1;;233;551
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;28/05/2022;1;;;102;261
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;29/05/2022;;;;12;10
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;30/05/2022;1;1;;246;802
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;31/05/2022;;2;;289;916
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;01/06/2022;1;1;;255;915
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;02/06/2022;;3;;240;882
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;03/06/2022;;3;;251;985
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;04/06/2022;;;;84;477
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;05/06/2022;;;;12;26
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;06/06/2022;1;3;;232;1143
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;07/06/2022;;4;;201;1194
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;08/06/2022;1;1;;179;1148
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;09/06/2022;;2;;138;1214
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;10/06/2022;;1;;175;1646
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;11/06/2022;;;;71;682
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;12/06/2022;;;;4;44
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;13/06/2022;2;2;;119;1238
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;14/06/2022;1;;;132;1093
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;15/06/2022;;2;;139;1090
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;16/06/2022;1;2;;105;981
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;17/06/2022;;1;;111;1447
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;18/06/2022;;;;47;519
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;19/06/2022;;;;1;23
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;20/06/2022;;1;;164;2507
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;21/06/2022;;;;9;98
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;22/06/2022;1;1;;81;839
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;23/06/2022;;1;;98;754
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;24/06/2022;;1;;85;1002
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;25/06/2022;;1;;35;438
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;26/06/2022;;;;4;29
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;27/06/2022;;;;10;76
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;28/06/2022;;1;;66;773
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;29/06/2022;;2;;70;896
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;30/06/2022;1;1;;116;1480
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;01/07/2022;;1;;79;1023
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;02/07/2022;;;;19;280
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;03/07/2022;;;;4;32
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;04/07/2022;1;;;130;1596
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;05/07/2022;1;1;;114;1435
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;06/07/2022;1;1;;87;1150
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;07/07/2022;1;1;;98;1176
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;08/07/2022;2;;;82;1104
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;09/07/2022;;;;16;209
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;10/07/2022;;;;3;20
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;11/07/2022;1;;;92;1183
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;12/07/2022;;1;;93;1153
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;13/07/2022;;1;;97;1035
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;14/07/2022;1;;;71;746
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;15/07/2022;1;1;;68;783
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;16/07/2022;;;;9;81
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;17/07/2022;;;;;18
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;18/07/2022;;1;;98;1222
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;19/07/2022;1;3;;78;1147
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;20/07/2022;1;3;;96;1057
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;21/07/2022;;;;100;1048
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;22/07/2022;;1;;84;1103
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;23/07/2022;;2;;18;208
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;24/07/2022;;;;4;24
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;25/07/2022;2;1;;48;511
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;26/07/2022;;;;35;434
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;27/07/2022;1;1;;31;440
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;28/07/2022;;2;;31;432
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;29/07/2022;1;;;40;605
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;30/07/2022;;;;15;182
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;31/07/2022;;;;1;9
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;01/08/2022;;2;;47;387
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;02/08/2022;1;1;;41;329
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;03/08/2022;1;2;;35;364
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;04/08/2022;;;;21;334
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;05/08/2022;;4;;37;522
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;06/08/2022;;;;7;137
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;07/08/2022;;;;;7
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;08/08/2022;2;1;;27;397
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;09/08/2022;;1;;33;262
Enfermos crónicos desde los 12 a 17 años;Población vulnerable;10/08/2022;;1;;19;180
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;;;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/02/2021;1;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/02/2021;1;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/02/2021;1;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/02/2021;1;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/02/2021;1;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;25/02/2021;6;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/02/2021;21;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/02/2021;5;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/03/2021;57;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/03/2021;80;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/03/2021;53;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/03/2021;35;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/03/2021;15;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/03/2021;60;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;09/03/2021;81;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/03/2021;82;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/03/2021;50;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/03/2021;42;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/03/2021;2;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/03/2021;133;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/03/2021;299;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/03/2021;465;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;18/03/2021;812;5;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/03/2021;3884;11;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/03/2021;37;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/03/2021;8;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/03/2021;2645;49;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/03/2021;3058;23;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/03/2021;1291;6;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;25/03/2021;838;7;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/03/2021;537;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/03/2021;36;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/03/2021;424;10;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/03/2021;630;57;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;31/03/2021;459;52;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/04/2021;381;34;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/04/2021;379;61;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/04/2021;521;74;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/04/2021;426;75;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/04/2021;393;59;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;09/04/2021;393;47;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/04/2021;44;4;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/04/2021;3;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/04/2021;382;158;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/04/2021;470;347;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/04/2021;503;535;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/04/2021;453;841;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/04/2021;436;2994;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/04/2021;47;76;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;18/04/2021;10;7;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/04/2021;156;2401;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/04/2021;164;2940;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/04/2021;118;1324;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/04/2021;112;888;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/04/2021;72;518;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/04/2021;28;34;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/04/2021;148;625;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/04/2021;144;726;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/04/2021;89;562;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/04/2021;101;386;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/04/2021;203;129;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/05/2021;5;3;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/05/2021;2;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/05/2021;83;324;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/05/2021;106;466;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/05/2021;80;416;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/05/2021;92;384;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/05/2021;176;328;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/05/2021;55;40;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/05/2021;124;362;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/05/2021;168;544;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/05/2021;110;520;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/05/2021;111;429;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/05/2021;148;397;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/05/2021;;2;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/05/2021;79;251;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;18/05/2021;180;222;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/05/2021;243;184;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/05/2021;265;147;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/05/2021;163;4;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/05/2021;117;14;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/05/2021;2;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/05/2021;153;174;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;25/05/2021;272;232;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/05/2021;232;118;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/05/2021;260;136;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/05/2021;155;152;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/05/2021;48;15;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/05/2021;9;;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;31/05/2021;184;142;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/06/2021;197;150;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/06/2021;177;84;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/06/2021;126;84;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/06/2021;133;104;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/06/2021;33;21;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/06/2021;3;5;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/06/2021;156;165;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/06/2021;245;229;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;09/06/2021;247;110;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/06/2021;156;121;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/06/2021;158;143;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/06/2021;22;16;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/06/2021;;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/06/2021;133;107;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/06/2021;126;164;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/06/2021;95;232;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/06/2021;83;260;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;18/06/2021;96;184;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/06/2021;;56;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/06/2021;;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/06/2021;;26;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/06/2021;3;319;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/06/2021;3;240;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/06/2021;2;295;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;25/06/2021;5;181;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/06/2021;;54;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/06/2021;;3;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/06/2021;;3;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/06/2021;;295;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/06/2021;2;241;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/07/2021;5;186;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/07/2021;;144;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/07/2021;;36;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/07/2021;;2;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/07/2021;;180;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/07/2021;;219;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/07/2021;;233;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/07/2021;;176;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;09/07/2021;;161;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/07/2021;;35;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/07/2021;;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/07/2021;1;155;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/07/2021;;112;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/07/2021;1;102;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/07/2021;;89;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/07/2021;;9;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/07/2021;;5;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/07/2021;;69;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/07/2021;1;34;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/07/2021;;19;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/07/2021;;5;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/07/2021;;14;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/07/2021;;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/07/2021;1;8;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/07/2021;;12;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/07/2021;;4;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/07/2021;;5;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/07/2021;;4;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;31/07/2021;;3;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/08/2021;1;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/08/2021;;1;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/08/2021;;19;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/08/2021;;5;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/08/2021;;10;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/08/2021;;5;;10;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/08/2021;;3;;17;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/08/2021;;1;;10;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/08/2021;;;;13;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;17/08/2021;;1;;11;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;18/08/2021;;1;;17;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/08/2021;;;;18;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/08/2021;;2;;18;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/08/2021;;1;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/08/2021;;;;5;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;25/08/2021;;1;;10;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/08/2021;;2;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/08/2021;;3;;13;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/08/2021;;;;1;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/08/2021;;1;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;31/08/2021;;;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/09/2021;;1;;8;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/09/2021;;2;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/09/2021;;2;;;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/09/2021;;;;2;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/09/2021;;;;2;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/09/2021;;;;8;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;09/09/2021;;3;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/09/2021;;;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/09/2021;;1;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/09/2021;;;;6;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/09/2021;;2;;4;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/09/2021;;;;5;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/09/2021;;;;5;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/09/2021;;1;;6;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/09/2021;;;;1;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/09/2021;;1;;1;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/09/2021;;;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/09/2021;;;;1;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/09/2021;;1;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/09/2021;1;3;;2;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/10/2021;;3;;4;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/10/2021;;1;;10;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/10/2021;;2;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/10/2021;;;;4;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/10/2021;;2;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/10/2021;;;;14;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/10/2021;;;;2;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/10/2021;;;;17;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/10/2021;;;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/10/2021;;1;;13;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/10/2021;;;;37;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;18/10/2021;;2;;135;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;19/10/2021;;1;;126;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;20/10/2021;;;;137;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;21/10/2021;;1;;157;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;22/10/2021;;;;669;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;23/10/2021;;;;24;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;24/10/2021;;;;4;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;25/10/2021;;;;404;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;26/10/2021;;;;378;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;27/10/2021;;;;322;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;28/10/2021;;;;357;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;29/10/2021;;1;;1729;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;30/10/2021;;;;114;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;31/10/2021;;;;3;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;01/11/2021;;;;2;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;02/11/2021;;1;;338;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;03/11/2021;;2;;633;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;04/11/2021;;;;513;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;05/11/2021;;1;;1565;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;06/11/2021;;;;160;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;07/11/2021;;;;7;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;08/11/2021;;1;;366;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;09/11/2021;;2;;522;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;10/11/2021;;1;;396;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;11/11/2021;;;;366;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;12/11/2021;;1;;997;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;13/11/2021;;1;;121;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;14/11/2021;;;;8;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;15/11/2021;;;;392;
Enfermos crónicos desde los 18 a 59 años;Población vulnerable;16/11/2021;;;;344;
