REGION_CORTO;COMUNA;NOMBRE_ESTAB;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;29/06/2021;15;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;30/06/2021;32;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;01/07/2021;52;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;02/07/2021;48;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;03/07/2021;6;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;05/07/2021;51;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;06/07/2021;47;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;07/07/2021;17;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;08/07/2021;48;;
" Tarapacá";Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Pfizer;09/07/2021;38;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;14/06/2021;2;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;22/06/2021;3;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;23/06/2021;2;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;24/06/2021;6;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;25/06/2021;9;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;29/06/2021;4;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;30/06/2021;4;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;01/07/2021;36;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;02/07/2021;37;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;06/07/2021;4;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;07/07/2021;49;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;08/07/2021;30;;
" Valparaíso";Algarrobo;Centro de Salud Familiar Algarrobo;Pfizer;09/07/2021;20;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;25/06/2021;10;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;29/06/2021;2;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;30/06/2021;4;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;01/07/2021;38;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;02/07/2021;27;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;05/07/2021;11;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;06/07/2021;30;;
" Valparaíso";Cabildo;Hospital Dr. Víctor Hugo Moll (Cabildo);Pfizer;08/07/2021;62;;
" Valparaíso";Cabildo;Posta de Salud Rural Alicahue;Pfizer;24/06/2021;3;;
" Valparaíso";Cabildo;Posta de Salud Rural Alicahue;Pfizer;25/06/2021;2;;
" Valparaíso";Cabildo;Posta de Salud Rural Alicahue;Pfizer;01/07/2021;4;;
" Valparaíso";Cabildo;Posta de Salud Rural Alicahue;Pfizer;02/07/2021;5;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;23/06/2021;1;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;24/06/2021;3;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;25/06/2021;5;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;30/06/2021;5;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;01/07/2021;7;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;02/07/2021;10;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;05/07/2021;1;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;06/07/2021;7;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;07/07/2021;8;;
" Valparaíso";Cabildo;Posta de Salud Rural Artificio (Cabildo);Pfizer;08/07/2021;5;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;23/06/2021;1;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;25/06/2021;1;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;29/06/2021;2;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;30/06/2021;9;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;01/07/2021;13;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;02/07/2021;16;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;05/07/2021;2;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;06/07/2021;1;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;07/07/2021;18;;
" Valparaíso";Cabildo;Posta de Salud Rural La Viña;Pfizer;08/07/2021;4;;
" Valparaíso";Cabildo;Posta de Salud Rural Las Puertas;Pfizer;25/06/2021;2;;
" Valparaíso";Cabildo;Posta de Salud Rural Las Puertas;Pfizer;01/07/2021;4;;
" Valparaíso";Cabildo;Posta de Salud Rural Las Puertas;Pfizer;02/07/2021;1;;
" Valparaíso";Cabildo;Posta de Salud Rural Las Puertas;Pfizer;05/07/2021;2;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;02/03/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;03/03/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;11/03/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;17/03/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;22/03/2021;44;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;23/03/2021;21;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;24/03/2021;10;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;29/03/2021;7;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;30/03/2021;;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;31/03/2021;4;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;05/04/2021;4;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;06/04/2021;4;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;07/04/2021;2;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;08/04/2021;2;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;12/04/2021;4;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;14/04/2021;2;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;15/04/2021;4;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;16/04/2021;2;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;19/04/2021;1;32;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;20/04/2021;3;24;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;21/04/2021;1;10;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;26/04/2021;;11;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;27/04/2021;;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;28/04/2021;5;6;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;30/04/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;03/05/2021;1;3;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;04/05/2021;1;5;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;05/05/2021;;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;06/05/2021;;3;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;07/05/2021;;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;10/05/2021;;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;12/05/2021;;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;13/05/2021;;4;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;14/05/2021;3;3;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;17/05/2021;1;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;18/05/2021;1;3;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;20/05/2021;;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;26/05/2021;2;3;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;27/05/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;28/05/2021;;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;31/05/2021;3;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;01/06/2021;1;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;02/06/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;04/06/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;10/06/2021;1;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;11/06/2021;;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;14/06/2021;1;3;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;22/06/2021;7;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;23/06/2021;10;2;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;24/06/2021;20;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;25/06/2021;17;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;29/06/2021;10;4;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;30/06/2021;12;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;01/07/2021;160;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;02/07/2021;145;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;05/07/2021;27;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;06/07/2021;19;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;07/07/2021;181;;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;08/07/2021;141;1;
" Valparaíso";Calera;Centro de Salud Familiar Artificio;Pfizer;09/07/2021;92;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;13/04/2021;1;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;11/05/2021;;1;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;22/06/2021;7;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;23/06/2021;1;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;24/06/2021;30;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;25/06/2021;22;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;26/06/2021;15;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;29/06/2021;41;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;30/06/2021;48;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;01/07/2021;85;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;03/07/2021;20;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;05/07/2021;75;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;06/07/2021;40;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;07/07/2021;55;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;08/07/2021;78;;
" Valparaíso";Calle Larga;Centro de Salud Familiar José Joaquín Aguirre;Pfizer;09/07/2021;66;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;09/06/2021;1;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;10/06/2021;2;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;14/06/2021;1;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;22/06/2021;5;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;23/06/2021;3;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;24/06/2021;9;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;25/06/2021;7;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;26/06/2021;4;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;29/06/2021;11;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;30/06/2021;18;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;01/07/2021;107;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;02/07/2021;56;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;03/07/2021;11;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;05/07/2021;15;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;06/07/2021;8;;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;07/07/2021;79;1;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;08/07/2021;56;1;
" Valparaíso";Cartagena;Centro de Salud Familiar Cartagena;Pfizer;09/07/2021;20;;
" Valparaíso";Cartagena;Posta de Salud Rural El Turco;Pfizer;23/06/2021;1;;
" Valparaíso";Cartagena;Posta de Salud Rural El Turco;Pfizer;30/06/2021;1;;
" Valparaíso";Cartagena;Posta de Salud Rural El Turco;Pfizer;07/07/2021;6;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Abarca;Pfizer;24/06/2021;2;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Abarca;Pfizer;01/07/2021;8;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Abarca;Pfizer;05/07/2021;3;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Abarca;Pfizer;08/07/2021;6;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Zárate;Pfizer;25/06/2021;3;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Zárate;Pfizer;02/07/2021;3;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Zárate;Pfizer;06/07/2021;6;;
" Valparaíso";Cartagena;Posta de Salud Rural Lo Zárate;Pfizer;09/07/2021;6;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;19/03/2021;10;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;23/03/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;24/03/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;25/03/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;06/04/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;07/04/2021;3;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;15/04/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;16/04/2021;;6;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;20/04/2021;1;4;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;21/04/2021;2;3;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;22/04/2021;1;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;27/04/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;30/04/2021;3;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;03/05/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;05/05/2021;;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;06/05/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;07/05/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;11/05/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;12/05/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;13/05/2021;1;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;14/05/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;18/05/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;19/05/2021;;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;20/05/2021;;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;25/05/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;26/05/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;27/05/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;28/05/2021;;3;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;31/05/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;01/06/2021;3;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;02/06/2021;3;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;04/06/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;08/06/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;09/06/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;10/06/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;11/06/2021;;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;15/06/2021;1;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;16/06/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;17/06/2021;1;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;18/06/2021;2;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;22/06/2021;11;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;23/06/2021;10;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;24/06/2021;11;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;25/06/2021;5;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;29/06/2021;9;2;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;30/06/2021;8;4;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;01/07/2021;111;1;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;02/07/2021;73;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;05/07/2021;24;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;06/07/2021;26;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;07/07/2021;106;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;08/07/2021;56;;
" Valparaíso";Casablanca;Hospital San José (Casablanca);Pfizer;09/07/2021;55;1;
" Valparaíso";Casablanca;Posta de Salud Rural Lagunillas;Pfizer;24/06/2021;1;;
" Valparaíso";Casablanca;Posta de Salud Rural Lagunillas;Pfizer;29/06/2021;6;;
" Valparaíso";Casablanca;Posta de Salud Rural Lagunillas;Pfizer;08/07/2021;12;;
" Valparaíso";Casablanca;Posta de Salud Rural Las Dichas;Pfizer;23/06/2021;1;;
" Valparaíso";Casablanca;Posta de Salud Rural Las Dichas;Pfizer;30/06/2021;4;;
" Valparaíso";Casablanca;Posta de Salud Rural Las Dichas;Pfizer;07/07/2021;4;;
" Valparaíso";Casablanca;Posta de Salud Rural Las Dichas;Sinovac;07/07/2021;1;;
" Valparaíso";Casablanca;Posta de Salud Rural Los Maitenes;Pfizer;29/06/2021;4;;
" Valparaíso";Casablanca;Posta de Salud Rural Quintay;Pfizer;01/07/2021;9;;
" Valparaíso";Casablanca;Posta de Salud Rural Quintay;Pfizer;06/07/2021;1;;
" Valparaíso";Casablanca;Posta de Salud Rural Quintay;Pfizer;09/07/2021;1;;
" Valparaíso";Catemu;Centro Comunitario de Salud Familiar Los Cerrillos;Pfizer;02/07/2021;1;;
" Valparaíso";Catemu;Centro Comunitario de Salud Familiar Los Cerrillos;Pfizer;07/07/2021;5;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;16/04/2021;9;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;12/05/2021;;2;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;13/05/2021;;4;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;14/05/2021;;3;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;25/05/2021;3;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;26/05/2021;1;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;27/05/2021;6;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;31/05/2021;2;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;01/06/2021;2;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;02/06/2021;3;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;03/06/2021;2;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;07/06/2021;1;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;10/06/2021;2;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;22/06/2021;10;3;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;23/06/2021;10;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;24/06/2021;49;6;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;25/06/2021;33;2;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;29/06/2021;6;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;30/06/2021;62;2;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;01/07/2021;62;3;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;02/07/2021;32;2;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;03/07/2021;5;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;05/07/2021;70;1;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;06/07/2021;47;1;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;07/07/2021;63;;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;08/07/2021;45;2;
" Valparaíso";Catemu;Centro de Salud Familiar Dr. Eduardo Raggio Lanata;Pfizer;09/07/2021;44;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;12/03/2021;4;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;15/03/2021;3;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;16/03/2021;1;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;17/03/2021;9;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;18/03/2021;3;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;19/03/2021;24;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;22/03/2021;9;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;23/03/2021;21;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;24/03/2021;10;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;25/03/2021;6;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;26/03/2021;5;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;29/03/2021;4;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;30/03/2021;4;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;31/03/2021;2;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;06/04/2021;14;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;07/04/2021;1;;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;09/04/2021;;2;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;12/04/2021;4;5;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;13/04/2021;7;1;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;14/04/2021;7;7;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;15/04/2021;3;6;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;16/04/2021;6;23;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;19/04/2021;4;8;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;20/04/2021;5;19;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;21/04/2021;2;11;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;22/04/2021;7;6;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;23/04/2021;3;3;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;26/04/2021;11;7;
" Valparaíso";Concón;Centro de Salud Familiar Concón;Pfizer;27/04/2021;2;5;
