REGION_CORTO;SEXO;EDAD_ANOS;Laboratorio;FECHA_INMUNIZACION;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
" Arica y Parinacota";Mujer;17;Pfizer;21/04/2021;2;5;
" Arica y Parinacota";Mujer;17;Pfizer;22/04/2021;;1;
" Arica y Parinacota";Mujer;17;Pfizer;24/04/2021;2;;
" Arica y Parinacota";Mujer;17;Pfizer;26/04/2021;;3;
" Arica y Parinacota";Mujer;17;Pfizer;27/04/2021;;5;
" Arica y Parinacota";Mujer;17;Pfizer;30/04/2021;;1;
" Arica y Parinacota";Mujer;17;Pfizer;03/05/2021;;2;
" Arica y Parinacota";Mujer;17;Pfizer;04/05/2021;2;;
" Arica y Parinacota";Mujer;17;Pfizer;05/05/2021;1;1;
" Arica y Parinacota";Mujer;17;Pfizer;10/05/2021;;1;
" Arica y Parinacota";Mujer;17;Pfizer;11/05/2021;;5;
" Arica y Parinacota";Mujer;17;Pfizer;12/05/2021;3;1;
" Arica y Parinacota";Mujer;17;Pfizer;17/05/2021;3;1;
" Arica y Parinacota";Mujer;17;Pfizer;18/05/2021;1;1;
" Arica y Parinacota";Mujer;17;Pfizer;19/05/2021;3;;
" Arica y Parinacota";Mujer;17;Pfizer;20/05/2021;7;;
" Arica y Parinacota";Mujer;17;Pfizer;22/05/2021;2;1;
" Arica y Parinacota";Mujer;17;Pfizer;24/05/2021;2;1;
" Arica y Parinacota";Mujer;17;Pfizer;25/05/2021;3;;
" Arica y Parinacota";Mujer;17;Pfizer;26/05/2021;2;;
" Arica y Parinacota";Mujer;17;Pfizer;27/05/2021;1;1;
" Arica y Parinacota";Mujer;17;Pfizer;31/05/2021;2;2;
" Arica y Parinacota";Mujer;17;Pfizer;01/06/2021;1;;
" Arica y Parinacota";Mujer;17;Pfizer;02/06/2021;2;1;
" Arica y Parinacota";Mujer;17;Pfizer;08/06/2021;1;1;
" Arica y Parinacota";Mujer;17;Pfizer;10/06/2021;2;3;
" Arica y Parinacota";Mujer;17;Pfizer;11/06/2021;1;1;
" Arica y Parinacota";Mujer;17;Pfizer;14/06/2021;;2;
" Arica y Parinacota";Mujer;17;Pfizer;15/06/2021;1;2;
" Arica y Parinacota";Mujer;17;Pfizer;16/06/2021;;1;
" Arica y Parinacota";Mujer;17;Pfizer;17/06/2021;;2;
" Arica y Parinacota";Mujer;17;Pfizer;18/06/2021;2;5;
" Arica y Parinacota";Mujer;17;Pfizer;19/06/2021;;1;
" Arica y Parinacota";Mujer;17;Pfizer;22/06/2021;12;4;
" Arica y Parinacota";Mujer;17;Pfizer;23/06/2021;13;2;
" Arica y Parinacota";Mujer;17;Pfizer;24/06/2021;13;1;
" Arica y Parinacota";Mujer;17;Pfizer;25/06/2021;7;1;
" Arica y Parinacota";Mujer;17;Pfizer;26/06/2021;4;;
" Arica y Parinacota";Mujer;17;Pfizer;29/06/2021;20;3;
" Arica y Parinacota";Mujer;17;Pfizer;30/06/2021;35;2;
" Arica y Parinacota";Mujer;17;Pfizer;01/07/2021;283;1;
" Arica y Parinacota";Mujer;17;Pfizer;02/07/2021;224;1;
" Arica y Parinacota";Mujer;17;Pfizer;03/07/2021;43;;
" Arica y Parinacota";Mujer;17;Pfizer;05/07/2021;60;1;
" Arica y Parinacota";Mujer;17;Pfizer;06/07/2021;32;1;
" Arica y Parinacota";Mujer;17;Pfizer;07/07/2021;57;;
" Arica y Parinacota";Mujer;17;Pfizer;08/07/2021;60;1;
" Arica y Parinacota";Mujer;17;Pfizer;09/07/2021;65;2;
" Arica y Parinacota";Mujer;17;Sinovac;11/05/2021;1;;
" Arica y Parinacota";Mujer;17;Sinovac;25/05/2021;1;;
" Arica y Parinacota";Mujer;17;Sinovac;11/06/2021;;1;
" Arica y Parinacota";Mujer;17;Sinovac;22/06/2021;;1;
" Arica y Parinacota";Mujer;17;Sinovac;06/07/2021;1;;
" Atacama";Desconocido;16;Pfizer;07/07/2021;1;;
" Atacama";Hombre;12;Pfizer;22/06/2021;5;;
" Atacama";Hombre;12;Pfizer;23/06/2021;10;;
" Atacama";Hombre;12;Pfizer;24/06/2021;8;;
" Atacama";Hombre;12;Pfizer;25/06/2021;8;;
" Atacama";Hombre;12;Pfizer;29/06/2021;5;;
" Atacama";Hombre;12;Pfizer;30/06/2021;9;;
" Atacama";Hombre;12;Pfizer;01/07/2021;5;;
" Atacama";Hombre;12;Pfizer;02/07/2021;6;;
" Atacama";Hombre;12;Pfizer;03/07/2021;2;;
" Atacama";Hombre;12;Pfizer;05/07/2021;12;;
" Atacama";Hombre;12;Pfizer;06/07/2021;5;;
" Atacama";Hombre;12;Pfizer;07/07/2021;5;;
" Atacama";Hombre;12;Pfizer;08/07/2021;10;;
" Atacama";Hombre;12;Pfizer;09/07/2021;21;;
" Atacama";Hombre;13;Pfizer;22/06/2021;9;;
" Atacama";Hombre;13;Pfizer;23/06/2021;7;;
" Atacama";Hombre;13;Pfizer;24/06/2021;10;;
" Atacama";Hombre;13;Pfizer;25/06/2021;12;;
" Atacama";Hombre;13;Pfizer;29/06/2021;8;;
" Atacama";Hombre;13;Pfizer;30/06/2021;5;;
" Atacama";Hombre;13;Pfizer;01/07/2021;9;;
" Atacama";Hombre;13;Pfizer;02/07/2021;9;;
" Atacama";Hombre;13;Pfizer;03/07/2021;2;;
" Atacama";Hombre;13;Pfizer;05/07/2021;7;;
" Atacama";Hombre;13;Pfizer;06/07/2021;8;;
" Atacama";Hombre;13;Pfizer;07/07/2021;17;;
" Atacama";Hombre;13;Pfizer;08/07/2021;15;;
" Atacama";Hombre;13;Pfizer;09/07/2021;12;;
" Atacama";Hombre;14;Pfizer;22/06/2021;9;;
" Atacama";Hombre;14;Pfizer;23/06/2021;10;;
" Atacama";Hombre;14;Pfizer;24/06/2021;11;;
" Atacama";Hombre;14;Pfizer;25/06/2021;12;;
" Atacama";Hombre;14;Pfizer;26/06/2021;1;;
" Atacama";Hombre;14;Pfizer;29/06/2021;8;;
" Atacama";Hombre;14;Pfizer;30/06/2021;10;;
" Atacama";Hombre;14;Pfizer;01/07/2021;12;;
" Atacama";Hombre;14;Pfizer;02/07/2021;10;;
" Atacama";Hombre;14;Pfizer;03/07/2021;2;;
" Atacama";Hombre;14;Pfizer;05/07/2021;10;;
" Atacama";Hombre;14;Pfizer;06/07/2021;14;;
" Atacama";Hombre;14;Pfizer;07/07/2021;8;;
" Atacama";Hombre;14;Pfizer;08/07/2021;13;;
" Atacama";Hombre;14;Pfizer;09/07/2021;14;;
" Atacama";Hombre;15;Pfizer;04/03/2021;1;;
" Atacama";Hombre;15;Pfizer;16/03/2021;1;;
" Atacama";Hombre;15;Pfizer;01/04/2021;;1;
" Atacama";Hombre;15;Pfizer;13/04/2021;;1;
" Atacama";Hombre;15;Pfizer;20/04/2021;1;;
" Atacama";Hombre;15;Pfizer;19/05/2021;;1;
" Atacama";Hombre;15;Pfizer;22/06/2021;7;;
" Atacama";Hombre;15;Pfizer;23/06/2021;6;;
" Atacama";Hombre;15;Pfizer;24/06/2021;8;;
" Atacama";Hombre;15;Pfizer;25/06/2021;4;;
" Atacama";Hombre;15;Pfizer;26/06/2021;1;;
" Atacama";Hombre;15;Pfizer;29/06/2021;11;;
" Atacama";Hombre;15;Pfizer;30/06/2021;15;;
" Atacama";Hombre;15;Pfizer;01/07/2021;9;;
" Atacama";Hombre;15;Pfizer;02/07/2021;11;;
" Atacama";Hombre;15;Pfizer;03/07/2021;3;;
" Atacama";Hombre;15;Pfizer;05/07/2021;10;;
" Atacama";Hombre;15;Pfizer;06/07/2021;15;;
" Atacama";Hombre;15;Pfizer;07/07/2021;22;;
" Atacama";Hombre;15;Pfizer;08/07/2021;18;;
" Atacama";Hombre;15;Pfizer;09/07/2021;15;;
" Atacama";Hombre;16;Pfizer;19/01/2021;1;;
" Atacama";Hombre;16;Pfizer;09/02/2021;;1;
" Atacama";Hombre;16;Pfizer;05/03/2021;2;;
" Atacama";Hombre;16;Pfizer;08/03/2021;1;;
" Atacama";Hombre;16;Pfizer;09/03/2021;1;;
" Atacama";Hombre;16;Pfizer;16/03/2021;7;;
" Atacama";Hombre;16;Pfizer;17/03/2021;8;;
" Atacama";Hombre;16;Pfizer;18/03/2021;6;;
" Atacama";Hombre;16;Pfizer;19/03/2021;3;;
" Atacama";Hombre;16;Pfizer;22/03/2021;7;;
" Atacama";Hombre;16;Pfizer;23/03/2021;5;;
" Atacama";Hombre;16;Pfizer;24/03/2021;8;;
" Atacama";Hombre;16;Pfizer;25/03/2021;4;;
" Atacama";Hombre;16;Pfizer;26/03/2021;1;;
" Atacama";Hombre;16;Pfizer;29/03/2021;1;;
" Atacama";Hombre;16;Pfizer;30/03/2021;1;;
" Atacama";Hombre;16;Pfizer;31/03/2021;3;1;
" Atacama";Hombre;16;Pfizer;01/04/2021;1;2;
" Atacama";Hombre;16;Pfizer;05/04/2021;2;1;
" Atacama";Hombre;16;Pfizer;06/04/2021;2;;
" Atacama";Hombre;16;Pfizer;07/04/2021;3;;
" Atacama";Hombre;16;Pfizer;08/04/2021;4;;
" Atacama";Hombre;16;Pfizer;09/04/2021;6;;
" Atacama";Hombre;16;Pfizer;12/04/2021;1;;
" Atacama";Hombre;16;Pfizer;13/04/2021;3;5;
" Atacama";Hombre;16;Pfizer;14/04/2021;;8;
" Atacama";Hombre;16;Pfizer;15/04/2021;;5;
" Atacama";Hombre;16;Pfizer;16/04/2021;2;4;
" Atacama";Hombre;16;Pfizer;19/04/2021;1;5;
" Atacama";Hombre;16;Pfizer;20/04/2021;;6;
" Atacama";Hombre;16;Pfizer;21/04/2021;1;8;
" Atacama";Hombre;16;Pfizer;22/04/2021;;4;
" Atacama";Hombre;16;Pfizer;23/04/2021;1;;
" Atacama";Hombre;16;Pfizer;26/04/2021;;1;
" Atacama";Hombre;16;Pfizer;27/04/2021;4;2;
" Atacama";Hombre;16;Pfizer;28/04/2021;2;3;
" Atacama";Hombre;16;Pfizer;29/04/2021;2;2;
" Atacama";Hombre;16;Pfizer;30/04/2021;2;;
" Atacama";Hombre;16;Pfizer;03/05/2021;2;1;
" Atacama";Hombre;16;Pfizer;04/05/2021;1;2;
" Atacama";Hombre;16;Pfizer;05/05/2021;3;3;
" Atacama";Hombre;16;Pfizer;06/05/2021;1;3;
" Atacama";Hombre;16;Pfizer;07/05/2021;;2;
" Atacama";Hombre;16;Pfizer;10/05/2021;2;2;
" Atacama";Hombre;16;Pfizer;11/05/2021;1;1;
" Atacama";Hombre;16;Pfizer;12/05/2021;3;2;
" Atacama";Hombre;16;Pfizer;13/05/2021;2;1;
" Atacama";Hombre;16;Pfizer;14/05/2021;3;1;
" Atacama";Hombre;16;Pfizer;15/05/2021;1;;
" Atacama";Hombre;16;Pfizer;17/05/2021;;2;
" Atacama";Hombre;16;Pfizer;18/05/2021;3;2;
" Atacama";Hombre;16;Pfizer;19/05/2021;2;;
" Atacama";Hombre;16;Pfizer;20/05/2021;3;;
" Atacama";Hombre;16;Pfizer;24/05/2021;1;2;
" Atacama";Hombre;16;Pfizer;25/05/2021;5;2;
" Atacama";Hombre;16;Pfizer;26/05/2021;3;2;
" Atacama";Hombre;16;Pfizer;27/05/2021;1;2;
" Atacama";Hombre;16;Pfizer;31/05/2021;6;6;
" Atacama";Hombre;16;Pfizer;01/06/2021;6;2;
" Atacama";Hombre;16;Pfizer;02/06/2021;6;;
" Atacama";Hombre;16;Pfizer;03/06/2021;1;2;
" Atacama";Hombre;16;Pfizer;04/06/2021;;1;
" Atacama";Hombre;16;Pfizer;07/06/2021;1;2;
" Atacama";Hombre;16;Pfizer;08/06/2021;5;2;
" Atacama";Hombre;16;Pfizer;09/06/2021;3;2;
" Atacama";Hombre;16;Pfizer;10/06/2021;1;1;
" Atacama";Hombre;16;Pfizer;11/06/2021;3;4;
" Atacama";Hombre;16;Pfizer;12/06/2021;2;1;
" Atacama";Hombre;16;Pfizer;15/06/2021;;1;
" Atacama";Hombre;16;Pfizer;16/06/2021;;2;
" Atacama";Hombre;16;Pfizer;17/06/2021;;5;
" Atacama";Hombre;16;Pfizer;18/06/2021;4;2;
" Atacama";Hombre;16;Pfizer;22/06/2021;4;5;
" Atacama";Hombre;16;Pfizer;23/06/2021;2;2;
" Atacama";Hombre;16;Pfizer;24/06/2021;6;2;
" Atacama";Hombre;16;Pfizer;25/06/2021;5;1;
" Atacama";Hombre;16;Pfizer;26/06/2021;1;;
" Atacama";Hombre;16;Pfizer;29/06/2021;4;7;
" Atacama";Hombre;16;Pfizer;30/06/2021;11;3;
" Atacama";Hombre;16;Pfizer;01/07/2021;14;4;
" Atacama";Hombre;16;Pfizer;02/07/2021;13;;
" Atacama";Hombre;16;Pfizer;03/07/2021;1;;
" Atacama";Hombre;16;Pfizer;05/07/2021;63;;
" Atacama";Hombre;16;Pfizer;06/07/2021;76;7;
" Atacama";Hombre;16;Pfizer;07/07/2021;216;1;
" Atacama";Hombre;16;Pfizer;08/07/2021;147;5;
" Atacama";Hombre;16;Pfizer;09/07/2021;150;;
" Atacama";Hombre;17;Pfizer;19/01/2021;2;;
" Atacama";Hombre;17;Pfizer;09/02/2021;;2;
" Atacama";Hombre;17;Pfizer;15/03/2021;4;;
" Atacama";Hombre;17;Pfizer;16/03/2021;7;;
" Atacama";Hombre;17;Pfizer;17/03/2021;8;;
" Atacama";Hombre;17;Pfizer;18/03/2021;3;;
" Atacama";Hombre;17;Pfizer;19/03/2021;5;;
" Atacama";Hombre;17;Pfizer;22/03/2021;13;;
" Atacama";Hombre;17;Pfizer;23/03/2021;11;;
" Atacama";Hombre;17;Pfizer;24/03/2021;7;;
" Atacama";Hombre;17;Pfizer;25/03/2021;4;;
" Atacama";Hombre;17;Pfizer;26/03/2021;4;;
" Atacama";Hombre;17;Pfizer;29/03/2021;4;;
" Atacama";Hombre;17;Pfizer;30/03/2021;4;;
" Atacama";Hombre;17;Pfizer;31/03/2021;2;;
" Atacama";Hombre;17;Pfizer;01/04/2021;2;;
" Atacama";Hombre;17;Pfizer;05/04/2021;3;;
" Atacama";Hombre;17;Pfizer;06/04/2021;1;;
" Atacama";Hombre;17;Pfizer;07/04/2021;2;;
" Atacama";Hombre;17;Pfizer;08/04/2021;5;;
" Atacama";Hombre;17;Pfizer;09/04/2021;7;1;
" Atacama";Hombre;17;Pfizer;12/04/2021;2;1;
" Atacama";Hombre;17;Pfizer;13/04/2021;3;10;
" Atacama";Hombre;17;Pfizer;14/04/2021;6;5;
" Atacama";Hombre;17;Pfizer;15/04/2021;;4;
" Atacama";Hombre;17;Pfizer;16/04/2021;5;1;
" Atacama";Hombre;17;Pfizer;19/04/2021;3;11;
" Atacama";Hombre;17;Pfizer;20/04/2021;1;10;
" Atacama";Hombre;17;Pfizer;21/04/2021;2;6;
" Atacama";Hombre;17;Pfizer;22/04/2021;1;1;
" Atacama";Hombre;17;Pfizer;23/04/2021;;3;
" Atacama";Hombre;17;Pfizer;26/04/2021;;4;
" Atacama";Hombre;17;Pfizer;27/04/2021;2;4;
" Atacama";Hombre;17;Pfizer;28/04/2021;2;4;
" Atacama";Hombre;17;Pfizer;29/04/2021;2;4;
" Atacama";Hombre;17;Pfizer;30/04/2021;1;3;
" Atacama";Hombre;17;Pfizer;03/05/2021;1;1;
" Atacama";Hombre;17;Pfizer;04/05/2021;1;3;
" Atacama";Hombre;17;Pfizer;05/05/2021;;6;
" Atacama";Hombre;17;Pfizer;06/05/2021;1;2;
" Atacama";Hombre;17;Pfizer;07/05/2021;10;4;
" Atacama";Hombre;17;Pfizer;10/05/2021;;5;
" Atacama";Hombre;17;Pfizer;11/05/2021;2;;
" Atacama";Hombre;17;Pfizer;12/05/2021;1;8;
" Atacama";Hombre;17;Pfizer;13/05/2021;1;2;
" Atacama";Hombre;17;Pfizer;14/05/2021;10;1;
" Atacama";Hombre;17;Pfizer;15/05/2021;1;;
" Atacama";Hombre;17;Pfizer;17/05/2021;3;3;
" Atacama";Hombre;17;Pfizer;18/05/2021;4;2;
" Atacama";Hombre;17;Pfizer;19/05/2021;5;3;
" Atacama";Hombre;17;Pfizer;20/05/2021;4;2;
" Atacama";Hombre;17;Pfizer;24/05/2021;5;;
" Atacama";Hombre;17;Pfizer;25/05/2021;2;3;
" Atacama";Hombre;17;Pfizer;26/05/2021;6;3;
" Atacama";Hombre;17;Pfizer;27/05/2021;1;;
" Atacama";Hombre;17;Pfizer;28/05/2021;1;2;
" Atacama";Hombre;17;Pfizer;31/05/2021;;1;
" Atacama";Hombre;17;Pfizer;01/06/2021;5;2;
" Atacama";Hombre;17;Pfizer;02/06/2021;3;;
" Atacama";Hombre;17;Pfizer;03/06/2021;3;;
" Atacama";Hombre;17;Pfizer;04/06/2021;1;1;
" Atacama";Hombre;17;Pfizer;08/06/2021;4;3;
" Atacama";Hombre;17;Pfizer;09/06/2021;5;;
" Atacama";Hombre;17;Pfizer;10/06/2021;3;1;
" Atacama";Hombre;17;Pfizer;11/06/2021;4;14;
" Atacama";Hombre;17;Pfizer;12/06/2021;2;2;
" Atacama";Hombre;17;Pfizer;14/06/2021;2;6;
" Atacama";Hombre;17;Pfizer;15/06/2021;4;2;
" Atacama";Hombre;17;Pfizer;16/06/2021;;7;
" Atacama";Hombre;17;Pfizer;17/06/2021;2;1;
" Atacama";Hombre;17;Pfizer;18/06/2021;1;1;
" Atacama";Hombre;17;Pfizer;22/06/2021;7;1;
" Atacama";Hombre;17;Pfizer;23/06/2021;8;4;
" Atacama";Hombre;17;Pfizer;24/06/2021;9;7;
" Atacama";Hombre;17;Pfizer;25/06/2021;7;3;
" Atacama";Hombre;17;Pfizer;26/06/2021;1;;
" Atacama";Hombre;17;Pfizer;29/06/2021;29;6;
" Atacama";Hombre;17;Pfizer;30/06/2021;59;4;
" Atacama";Hombre;17;Pfizer;01/07/2021;197;1;
" Atacama";Hombre;17;Pfizer;02/07/2021;182;;
" Atacama";Hombre;17;Pfizer;03/07/2021;15;;
" Atacama";Hombre;17;Pfizer;05/07/2021;94;3;
" Atacama";Hombre;17;Pfizer;06/07/2021;64;3;
" Atacama";Hombre;17;Pfizer;07/07/2021;91;6;
" Atacama";Hombre;17;Pfizer;08/07/2021;82;2;
" Atacama";Hombre;17;Pfizer;09/07/2021;71;5;
" Atacama";Intersex (Indeterminado);12;Pfizer;06/07/2021;1;;
" Atacama";Intersex (Indeterminado);14;Pfizer;24/06/2021;1;;
" Atacama";Intersex (Indeterminado);15;Pfizer;15/03/2021;1;;
" Atacama";Intersex (Indeterminado);15;Pfizer;13/04/2021;;1;
" Atacama";Intersex (Indeterminado);16;Pfizer;25/03/2021;1;;
" Atacama";Intersex (Indeterminado);16;Pfizer;23/04/2021;;1;
" Atacama";Intersex (Indeterminado);16;Pfizer;08/07/2021;2;;
" Atacama";Intersex (Indeterminado);16;Pfizer;09/07/2021;2;;
" Atacama";Intersex (Indeterminado);17;Pfizer;23/03/2021;1;;
" Atacama";Intersex (Indeterminado);17;Pfizer;09/04/2021;1;;
" Atacama";Intersex (Indeterminado);17;Pfizer;20/04/2021;;1;
" Atacama";Intersex (Indeterminado);17;Pfizer;13/05/2021;;1;
" Atacama";Intersex (Indeterminado);17;Pfizer;18/05/2021;1;;
" Atacama";Intersex (Indeterminado);17;Pfizer;15/06/2021;;1;
" Atacama";Intersex (Indeterminado);17;Pfizer;30/06/2021;2;;
" Atacama";Intersex (Indeterminado);17;Pfizer;01/07/2021;1;;
" Atacama";Intersex (Indeterminado);17;Pfizer;02/07/2021;1;;
" Atacama";Intersex (Indeterminado);17;Pfizer;08/07/2021;1;;
" Atacama";Intersex (Indeterminado);17;Pfizer;09/07/2021;1;;
" Atacama";Mujer;12;Pfizer;22/06/2021;7;;
" Atacama";Mujer;12;Pfizer;23/06/2021;6;;
" Atacama";Mujer;12;Pfizer;24/06/2021;8;;
" Atacama";Mujer;12;Pfizer;25/06/2021;7;;
" Atacama";Mujer;12;Pfizer;29/06/2021;3;;
" Atacama";Mujer;12;Pfizer;30/06/2021;4;;
" Atacama";Mujer;12;Pfizer;01/07/2021;10;;
" Atacama";Mujer;12;Pfizer;02/07/2021;8;;
" Atacama";Mujer;12;Pfizer;05/07/2021;6;;
" Atacama";Mujer;12;Pfizer;06/07/2021;8;;
" Atacama";Mujer;12;Pfizer;07/07/2021;8;;
" Atacama";Mujer;12;Pfizer;08/07/2021;10;;
" Atacama";Mujer;12;Pfizer;09/07/2021;10;;
" Atacama";Mujer;13;Pfizer;22/06/2021;1;;
" Atacama";Mujer;13;Pfizer;23/06/2021;1;;
" Atacama";Mujer;13;Pfizer;24/06/2021;9;;
" Atacama";Mujer;13;Pfizer;25/06/2021;8;;
" Atacama";Mujer;13;Pfizer;29/06/2021;3;;
" Atacama";Mujer;13;Pfizer;30/06/2021;7;;
" Atacama";Mujer;13;Pfizer;01/07/2021;10;;
" Atacama";Mujer;13;Pfizer;02/07/2021;7;;
" Atacama";Mujer;13;Pfizer;03/07/2021;1;;
" Atacama";Mujer;13;Pfizer;05/07/2021;10;;
" Atacama";Mujer;13;Pfizer;06/07/2021;13;;
" Atacama";Mujer;13;Pfizer;07/07/2021;14;;
" Atacama";Mujer;13;Pfizer;08/07/2021;10;;
" Atacama";Mujer;13;Pfizer;09/07/2021;12;;
" Atacama";Mujer;14;Pfizer;22/06/2021;7;;
" Atacama";Mujer;14;Pfizer;23/06/2021;6;;
" Atacama";Mujer;14;Pfizer;24/06/2021;9;;
" Atacama";Mujer;14;Pfizer;25/06/2021;10;;
" Atacama";Mujer;14;Pfizer;29/06/2021;8;;
" Atacama";Mujer;14;Pfizer;30/06/2021;11;;
" Atacama";Mujer;14;Pfizer;01/07/2021;5;;
" Atacama";Mujer;14;Pfizer;02/07/2021;7;;
" Atacama";Mujer;14;Pfizer;05/07/2021;8;;
" Atacama";Mujer;14;Pfizer;06/07/2021;9;;
" Atacama";Mujer;14;Pfizer;07/07/2021;13;;
" Atacama";Mujer;14;Pfizer;08/07/2021;12;;
" Atacama";Mujer;14;Pfizer;09/07/2021;21;;
" Atacama";Mujer;15;Pfizer;01/06/2021;1;;
" Atacama";Mujer;15;Pfizer;22/06/2021;10;;
" Atacama";Mujer;15;Pfizer;23/06/2021;5;;
" Atacama";Mujer;15;Pfizer;24/06/2021;10;;
" Atacama";Mujer;15;Pfizer;25/06/2021;7;;
" Atacama";Mujer;15;Pfizer;29/06/2021;5;;
" Atacama";Mujer;15;Pfizer;30/06/2021;12;1;
" Atacama";Mujer;15;Pfizer;01/07/2021;7;;
" Atacama";Mujer;15;Pfizer;02/07/2021;16;;
" Atacama";Mujer;15;Pfizer;05/07/2021;16;;
" Atacama";Mujer;15;Pfizer;06/07/2021;9;;
" Atacama";Mujer;15;Pfizer;07/07/2021;16;;
" Atacama";Mujer;15;Pfizer;08/07/2021;20;;
" Atacama";Mujer;15;Pfizer;09/07/2021;15;;
" Atacama";Mujer;15;Sinovac;24/06/2021;1;;
" Atacama";Mujer;15;Sinovac;25/06/2021;1;;
" Atacama";Mujer;15;Sinovac;05/07/2021;1;;
" Atacama";Mujer;16;Pfizer;15/03/2021;2;;
" Atacama";Mujer;16;Pfizer;16/03/2021;1;;
" Atacama";Mujer;16;Pfizer;17/03/2021;5;;
" Atacama";Mujer;16;Pfizer;18/03/2021;2;;
" Atacama";Mujer;16;Pfizer;19/03/2021;5;;
" Atacama";Mujer;16;Pfizer;22/03/2021;9;;
" Atacama";Mujer;16;Pfizer;23/03/2021;5;;
" Atacama";Mujer;16;Pfizer;24/03/2021;3;;
" Atacama";Mujer;16;Pfizer;25/03/2021;3;;
" Atacama";Mujer;16;Pfizer;26/03/2021;2;;
" Atacama";Mujer;16;Pfizer;31/03/2021;1;;
" Atacama";Mujer;16;Pfizer;01/04/2021;1;;
" Atacama";Mujer;16;Pfizer;05/04/2021;1;;
" Atacama";Mujer;16;Pfizer;06/04/2021;2;;
" Atacama";Mujer;16;Pfizer;08/04/2021;1;;
" Atacama";Mujer;16;Pfizer;09/04/2021;6;;
" Atacama";Mujer;16;Pfizer;12/04/2021;;1;
" Atacama";Mujer;16;Pfizer;13/04/2021;;3;
" Atacama";Mujer;16;Pfizer;14/04/2021;1;4;
" Atacama";Mujer;16;Pfizer;15/04/2021;5;2;
" Atacama";Mujer;16;Pfizer;16/04/2021;1;3;
" Atacama";Mujer;16;Pfizer;19/04/2021;2;5;
" Atacama";Mujer;16;Pfizer;20/04/2021;5;7;
" Atacama";Mujer;16;Pfizer;21/04/2021;2;6;
" Atacama";Mujer;16;Pfizer;22/04/2021;1;2;
" Atacama";Mujer;16;Pfizer;23/04/2021;;2;
" Atacama";Mujer;16;Pfizer;26/04/2021;2;;
" Atacama";Mujer;16;Pfizer;27/04/2021;2;;
" Atacama";Mujer;16;Pfizer;28/04/2021;;1;
" Atacama";Mujer;16;Pfizer;29/04/2021;5;1;
" Atacama";Mujer;16;Pfizer;30/04/2021;4;3;
" Atacama";Mujer;16;Pfizer;04/05/2021;1;1;
" Atacama";Mujer;16;Pfizer;05/05/2021;1;1;
" Atacama";Mujer;16;Pfizer;06/05/2021;;1;
" Atacama";Mujer;16;Pfizer;07/05/2021;;2;
" Atacama";Mujer;16;Pfizer;10/05/2021;1;3;
" Atacama";Mujer;16;Pfizer;11/05/2021;1;;
" Atacama";Mujer;16;Pfizer;12/05/2021;;1;
" Atacama";Mujer;16;Pfizer;13/05/2021;;4;
" Atacama";Mujer;16;Pfizer;14/05/2021;6;;
" Atacama";Mujer;16;Pfizer;17/05/2021;;3;
" Atacama";Mujer;16;Pfizer;18/05/2021;1;1;
" Atacama";Mujer;16;Pfizer;19/05/2021;2;3;
" Atacama";Mujer;16;Pfizer;20/05/2021;3;2;
" Atacama";Mujer;16;Pfizer;24/05/2021;2;3;
" Atacama";Mujer;16;Pfizer;25/05/2021;5;3;
" Atacama";Mujer;16;Pfizer;26/05/2021;1;1;
" Atacama";Mujer;16;Pfizer;28/05/2021;3;3;
" Atacama";Mujer;16;Pfizer;31/05/2021;4;3;
" Atacama";Mujer;16;Pfizer;01/06/2021;4;3;
" Atacama";Mujer;16;Pfizer;02/06/2021;2;;
" Atacama";Mujer;16;Pfizer;03/06/2021;1;1;
" Atacama";Mujer;16;Pfizer;04/06/2021;1;;
" Atacama";Mujer;16;Pfizer;05/06/2021;1;;
" Atacama";Mujer;16;Pfizer;07/06/2021;1;;
" Atacama";Mujer;16;Pfizer;08/06/2021;;2;
" Atacama";Mujer;16;Pfizer;09/06/2021;1;;
" Atacama";Mujer;16;Pfizer;10/06/2021;3;;
" Atacama";Mujer;16;Pfizer;11/06/2021;2;4;
" Atacama";Mujer;16;Pfizer;12/06/2021;;1;
" Atacama";Mujer;16;Pfizer;14/06/2021;5;1;
" Atacama";Mujer;16;Pfizer;15/06/2021;1;1;
" Atacama";Mujer;16;Pfizer;16/06/2021;1;2;
" Atacama";Mujer;16;Pfizer;17/06/2021;4;2;
" Atacama";Mujer;16;Pfizer;19/06/2021;1;;
" Atacama";Mujer;16;Pfizer;22/06/2021;4;7;
" Atacama";Mujer;16;Pfizer;23/06/2021;5;1;
" Atacama";Mujer;16;Pfizer;24/06/2021;6;;
" Atacama";Mujer;16;Pfizer;25/06/2021;6;;
" Atacama";Mujer;16;Pfizer;26/06/2021;1;;
" Atacama";Mujer;16;Pfizer;29/06/2021;5;8;
" Atacama";Mujer;16;Pfizer;30/06/2021;9;2;
" Atacama";Mujer;16;Pfizer;01/07/2021;10;1;
" Atacama";Mujer;16;Pfizer;02/07/2021;9;3;
" Atacama";Mujer;16;Pfizer;03/07/2021;7;;
" Atacama";Mujer;16;Pfizer;05/07/2021;63;2;
" Atacama";Mujer;16;Pfizer;06/07/2021;74;1;
" Atacama";Mujer;16;Pfizer;07/07/2021;226;1;
